,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
210,Mountain View CLO IX Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.23%)(6)(7)(15)",47830,33156,43088,30928,40218,0.9%,1.2%,79538.0,-%,2.3%,,,,,,,,,,
211,Mountain View CLO IX Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 16.23%)(6)(7)(15)",47830,43088,43088,40218,40218,1.2%,1.2%,79538.0,-%,2.3%,,,,,,,,,,
212,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,40218,1.2%,1.2%,79538.0,-%,2.3%,,,,,,,,,,
213,"Nathan's Famous, Inc.",New York / Food Products,"Senior Secured Notes (10.00%, due 3/15/2020)(9)",Principal Value,3000,Fair  Value(2),% of Net Assets,3000,1.2%,1.2%,3000.0,-%,0.1%,,,,,,,,,,
214,"Nathan's Famous, Inc.",New York / Food Products,"Senior Secured Notes (10.00%, due 3/15/2020)(9)",Principal Value,3000,Fair  Value(2),3000,3000,0.1%,1.2%,3000.0,-%,0.1%,,,,,,,,,,
215,NCP Finance Limited Partnership(38),Ohio / Consumer Finance,"Subordinated Secured Term Loan (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(9)(11)(14)(15)",27199,3000,26504,3000,25838,0.1%,0.7%,3000.0,-%,0.1%,,,,,,,,,,
216,NCP Finance Limited Partnership(38),Ohio / Consumer Finance,"Subordinated Secured Term Loan (11.00% (LIBOR + 9.75% with 1.25% LIBOR floor), due 9/30/2018)(3)(9)(11)(14)(15)",27199,26504,26504,25838,25838,0.7%,0.7%,3000.0,-%,0.1%,,,,,,,,,,
217,"Nixon, Inc.",California / Durable Consumer Products,"Senior Secured Term Loan (9.50% plus 3.00% PIK, due 4/16/2018)(3)(9)(47)",14311,26504,14197,25838,11776,0.7%,0.3%,3000.0,-%,0.1%,,,,,,,,,,
218,"Nixon, Inc.",California / Durable Consumer Products,"Senior Secured Term Loan (9.50% plus 3.00% PIK, due 4/16/2018)(3)(9)(47)",14311,14197,14197,11776,11776,0.3%,0.3%,3000.0,-%,0.1%,,,,,,,,,,
219,"Octagon Investment Partners XV, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 16.54%)(6)(15)",32921,14197,26213,11776,24027,0.3%,0.7%,3000.0,-%,0.1%,,,,,,,,,,
220,"Octagon Investment Partners XV, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 16.54%)(6)(15)",32921,26213,26213,24027,24027,0.7%,0.7%,3000.0,-%,0.1%,,,,,,,,,,
221,"Octagon Investment Partners XVIII, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 20.29%)(6)(7)(15)",28200,26213,20046,24027,19701,0.7%,0.6%,3000.0,-%,0.1%,,,,,,,,,,
222,"Octagon Investment Partners XVIII, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 20.29%)(6)(7)(15)",28200,20046,20046,19701,19701,0.6%,0.6%,3000.0,-%,0.1%,,,,,,,,,,
223,Onyx Payments(39),Texas / Diversified Financial Services,"Revolving Line of Credit – $5,000 Commitment (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 9/10/2016)(11)(13)(16)",1000,20046,1000,19701,1000,0.6%,-%,3000.0,-%,0.1%,,,,,,,,,,
224,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 9/10/2019)(3)(11)(13)",48352,"Revolving Line of Credit – $5,000 Commitment (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 9/10/2016)(11)(13)(16)",48352,20046,48352,19701,1.4%,0.6%,-%,3000.0,-%,0.1%,,,,,,,,,,
225,"Senior Secured Term Loan B (13.50% (LIBOR + 12.50% with 1.00% LIBOR floor), due 9/10/2019)(3)(11)(13)",59389,"Revolving Line of Credit – $5,000 Commitment (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 9/10/2016)(11)(13)(16)",59389,20046,59389,19701,1.8%,0.6%,-%,3000.0,-%,0.1%,,,,,,,,,,
226,"Senior Secured Term Loan B (13.50% (LIBOR + 12.50% with 1.00% LIBOR floor), due 9/10/2019)(3)(11)(13)",59389,"Revolving Line of Credit – $5,000 Commitment (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 9/10/2016)(11)(13)(16)",59389,108741,59389,108741,1.8%,3.2%,-%,3000.0,-%,0.1%,,,,,,,,,,
227,Pacific World Corporation,California / Personal & Nondurable Consumer Products,"Revolving Line of Credit – $15,000 Commitment (8.00% (LIBOR + 7.00% with 1.00% LIBOR floor), due 9/26/2020)(11)(14)(16)",2500,108741,2500,108741,2500,3.2%,0.1%,3000.0,-%,0.1%,,,,,,,,,,
228,"Senior Secured Term Loan A (6.00% (LIBOR + 5.00% with 1.00% LIBOR floor), due 9/26/2020)(11)(14)",97994,"Revolving Line of Credit – $15,000 Commitment (8.00% (LIBOR + 7.00% with 1.00% LIBOR floor), due 9/26/2020)(11)(14)(16)",97994,108741,93624,108741,2.7%,3.2%,0.1%,3000.0,-%,0.1%,,,,,,,,,,
229,"Senior Secured Term Loan B (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/26/2020)(3)(11)(14)",97994,"Revolving Line of Credit – $15,000 Commitment (8.00% (LIBOR + 7.00% with 1.00% LIBOR floor), due 9/26/2020)(11)(14)(16)",97994,108741,81567,108741,2.4%,3.2%,0.1%,3000.0,-%,0.1%,,,,,,,,,,
230,"Senior Secured Term Loan B (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/26/2020)(3)(11)(14)",97994,"Revolving Line of Credit – $15,000 Commitment (8.00% (LIBOR + 7.00% with 1.00% LIBOR floor), due 9/26/2020)(11)(14)(16)",97994,198488,81567,177691,2.4%,5.2%,0.1%,3000.0,-%,0.1%,,,,,,,,,,
231,"Pelican Products, Inc.",California / Durable Consumer Products,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 4/9/2021)(3)(9)(11)(14)",17500,198488,17486,177691,15744,5.2%,0.5%,3000.0,-%,0.1%,,,,,,,,,,
232,"Pelican Products, Inc.",California / Durable Consumer Products,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 4/9/2021)(3)(9)(11)(14)",17500,17486,17486,15744,15744,0.5%,0.5%,3000.0,-%,0.1%,,,,,,,,,,
233,"PeopleConnect Intermediate, LLC (f/k/a Intelius, Inc.)",Washington / Software & Computer Services,"Revolving Line of Credit – $1,500 Commitment (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 8/11/16)(11)(13)(16)",-,17486,-,15744,-,0.5%,-%,3000.0,-%,0.1%,,,,,,,,,,
234,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 7/1/2020)(3)(11)(13)",20379,"Revolving Line of Credit – $1,500 Commitment (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 8/11/16)(11)(13)(16)",20379,17486,19907,15744,0.6%,0.5%,-%,3000.0,-%,0.1%,,,,,,,,,,
235,"Senior Secured Term Loan B (12.50% (LIBOR + 11.50% with 1.00% LIBOR floor), due 7/1/2020)(3)(11)(13)",20938,"Revolving Line of Credit – $1,500 Commitment (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 8/11/16)(11)(13)(16)",20938,17486,20215,15744,0.6%,0.5%,-%,3000.0,-%,0.1%,,,,,,,,,,
236,"Senior Secured Term Loan B (12.50% (LIBOR + 11.50% with 1.00% LIBOR floor), due 7/1/2020)(3)(11)(13)",20938,"Revolving Line of Credit – $1,500 Commitment (9.50% (LIBOR + 8.50% with 1.00% LIBOR floor), due 8/11/16)(11)(13)(16)",20938,41317,20215,40122,0.6%,1.2%,-%,3000.0,-%,0.1%,,,,,,,,,,
237,"PGX Holdings, Inc.(40)",Utah / Consumer Services,"Second Lien Term Loan (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/29/2021)(3)(11)(14)",135000,41317,135000,40122,135000,1.2%,3.9%,3000.0,-%,0.1%,,,,,,,,,,
238,"PGX Holdings, Inc.(40)",Utah / Consumer Services,"Second Lien Term Loan (10.00% (LIBOR + 9.00% with 1.00% LIBOR floor), due 9/29/2021)(3)(11)(14)",135000,135000,135000,135000,135000,3.9%,3.9%,3000.0,-%,0.1%,,,,,,,,,,
239,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,135000,3.9%,3.9%,3000.0,-%,0.1%,,,,,,,,,,
240,Photonis Technologies SAS,France / Aerospace & Defense,"First Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)(9)(11)(14)(15)",Principal Value,9927,Fair  Value(2),% of Net Assets,9756,3.9%,3.9%,9015.0,-%,0.3%,,,,,,,,,,
241,Photonis Technologies SAS,France / Aerospace & Defense,"First Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 9/18/2019)(9)(11)(14)(15)",Principal Value,9756,Fair  Value(2),9015,9756,0.3%,3.9%,9015.0,-%,0.3%,,,,,,,,,,
242,Pinnacle (US) Acquisition Co. Limited,Texas / Software & Computer Services,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 8/3/2020)(9)(11)(13)",7037,9756,6918,9015,5425,0.3%,0.2%,9015.0,-%,0.3%,,,,,,,,,,
243,Pinnacle (US) Acquisition Co. Limited,Texas / Software & Computer Services,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 8/3/2020)(9)(11)(13)",7037,6918,6918,5425,5425,0.2%,0.2%,9015.0,-%,0.3%,,,,,,,,,,
244,"PlayPower, Inc.",North Carolina / Durable Consumer Products,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 6/23/2022)(3)(9)(11)(13)",11000,6918,10856,5425,10911,0.2%,0.3%,9015.0,-%,0.3%,,,,,,,,,,
245,"PlayPower, Inc.",North Carolina / Durable Consumer Products,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 6/23/2022)(3)(9)(11)(13)",11000,10856,10856,10911,10911,0.3%,0.3%,9015.0,-%,0.3%,,,,,,,,,,
246,"Prime Security Services Borrower, LLC",Illinois / Consumer Services,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 7/1/2022)(9)(11)(14)",10000,10856,9870,10911,10000,0.3%,0.3%,9015.0,-%,0.3%,,,,,,,,,,
247,"Prime Security Services Borrower, LLC",Illinois / Consumer Services,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 7/1/2022)(9)(11)(14)",10000,9870,9870,10000,10000,0.3%,0.3%,9015.0,-%,0.3%,,,,,,,,,,
248,"PrimeSport, Inc.","Georgia / Hotels, Restaurants & Leisure","Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 2/11/2021)(3)(11)(13)",53683,9870,53683,10000,53683,0.3%,1.6%,9015.0,-%,0.3%,,,,,,,,,,
249,"Senior Secured Term Loan B (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 2/11/2021)(3)(11)(13)",74500,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 2/11/2021)(3)(11)(13)",74500,9870,74500,10000,2.1%,0.3%,1.6%,9015.0,-%,0.3%,,,,,,,,,,
250,"Senior Secured Term Loan B (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 2/11/2021)(3)(11)(13)",74500,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), due 2/11/2021)(3)(11)(13)",74500,128183,74500,128183,2.1%,3.7%,1.6%,9015.0,-%,0.3%,,,,,,,,,,
251,Prince Mineral Holding Corp.,New York / Metal Services & Minerals,"Senior Secured Term Loan (11.50%, due 12/15/2019)(9)",10000,128183,9934,128183,8701,3.7%,0.3%,9015.0,-%,0.3%,,,,,,,,,,
252,Prince Mineral Holding Corp.,New York / Metal Services & Minerals,"Senior Secured Term Loan (11.50%, due 12/15/2019)(9)",10000,9934,9934,8701,8701,0.3%,0.3%,9015.0,-%,0.3%,,,,,,,,,,
253,"Rocket Software, Inc.",Massachusetts / Software & Computer Services,"Second Lien Term Loan (10.25% (LIBOR + 8.75% with 1.50% LIBOR floor), due 2/8/2019)(3)(9)(11)(13)",20000,9934,19854,8701,20000,0.3%,0.6%,9015.0,-%,0.3%,,,,,,,,,,
254,"Rocket Software, Inc.",Massachusetts / Software & Computer Services,"Second Lien Term Loan (10.25% (LIBOR + 8.75% with 1.50% LIBOR floor), due 2/8/2019)(3)(9)(11)(13)",20000,19854,19854,20000,20000,0.6%,0.6%,9015.0,-%,0.3%,,,,,,,,,,
255,"Royal Holdings, Inc.",Indiana / Chemicals,"Second Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 6/19/2023)(9)(11)(14)",5000,19854,4967,20000,4819,0.6%,0.1%,9015.0,-%,0.3%,,,,,,,,,,
256,"Royal Holdings, Inc.",Indiana / Chemicals,"Second Lien Term Loan (8.50% (LIBOR + 7.50% with 1.00% LIBOR floor), due 6/19/2023)(9)(11)(14)",5000,4967,4967,4819,4819,0.1%,0.1%,9015.0,-%,0.3%,,,,,,,,,,
257,"SCS Merger Sub, Inc.",Texas / Software & Computer Services,"Second Lien Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/30/2023)(3)(9)(11)(14)",20000,4967,19456,4819,19655,0.1%,0.6%,9015.0,-%,0.3%,,,,,,,,,,
258,"SCS Merger Sub, Inc.",Texas / Software & Computer Services,"Second Lien Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/30/2023)(3)(9)(11)(14)",20000,19456,19456,19655,19655,0.6%,0.6%,9015.0,-%,0.3%,,,,,,,,,,
259,"Security Alarm Financing Enterprises, L.P.(41)",California / Consumer Services,"Subordinated Unsecured Notes (11.50% (LIBOR + 9.50% with 2.00% LIBOR floor), due 12/19/2020)(11)(14)",25000,19456,25000,19655,22700,0.6%,0.7%,9015.0,-%,0.3%,,,,,,,,,,
260,"Security Alarm Financing Enterprises, L.P.(41)",California / Consumer Services,"Subordinated Unsecured Notes (11.50% (LIBOR + 9.50% with 2.00% LIBOR floor), due 12/19/2020)(11)(14)",25000,25000,25000,22700,22700,0.7%,0.7%,9015.0,-%,0.3%,,,,,,,,,,
261,SESAC Holdco II LLC,Tennessee / Media,"Second Lien Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 4/22/2021)(3)(9)(11)(13)",10000,25000,9878,22700,9878,0.7%,0.3%,9015.0,-%,0.3%,,,,,,,,,,
262,SESAC Holdco II LLC,Tennessee / Media,"Second Lien Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 4/22/2021)(3)(9)(11)(13)",10000,9878,9878,9878,9878,0.3%,0.3%,9015.0,-%,0.3%,,,,,,,,,,
263,SITEL Worldwide Corporation,Tennessee / Business Services,"Second Lien Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 9/18/2022)(9)(11)(13)",16000,9878,15715,9878,15715,0.3%,0.5%,9015.0,-%,0.3%,,,,,,,,,,
264,SITEL Worldwide Corporation,Tennessee / Business Services,"Second Lien Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 9/18/2022)(9)(11)(13)",16000,15715,15715,15715,15715,0.5%,0.5%,9015.0,-%,0.3%,,,,,,,,,,
265,Small Business Whole Loan Portfolio(43),New York / Online Lending,"741 Small Business Loans purchased from On Deck Capital, Inc.",14603,15715,14603,15715,14215,0.5%,0.4%,9015.0,-%,0.3%,,,,,,,,,,
266,Small Business Whole Loan Portfolio(43),New York / Online Lending,"741 Small Business Loans purchased from On Deck Capital, Inc.",14603,14603,14603,14215,14215,0.4%,0.4%,9015.0,-%,0.3%,,,,,,,,,,
267,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,14215,0.4%,0.4%,9015.0,-%,0.3%,,,,,,,,,,
268,"Spartan Energy Services, Inc.",Louisiana / Oil & Gas Services,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 12/28/2017)(11)(14)",Principal Value,13156,Fair  Value(2),% of Net Assets,12923,0.4%,0.4%,11368.0,-%,0.3%,,,,,,,,,,
269,"Senior Secured Term Loan B (13.00% (LIBOR + 12.00% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 12/28/2017)(11)(14)",14123,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 12/28/2017)(11)(14)",13669,13156,984,% of Net Assets,0.1%,0.4%,0.4%,11368.0,-%,0.3%,,,,,,,,,,
270,"Senior Secured Term Loan B (13.00% (LIBOR + 12.00% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 12/28/2017)(11)(14)",14123,"Senior Secured Term Loan A (7.00% (LIBOR + 6.00% with 1.00% LIBOR floor), in non-accrual status effective 4/1/2016, due 12/28/2017)(11)(14)",13669,26592,984,12352,0.1%,0.4%,0.4%,11368.0,-%,0.3%,,,,,,,,,,
271,"Stryker Energy, LLC",Ohio / Oil & Gas Production,Overriding Royalty Interests(10),-,26592,-,12352,-,0.4%,-%,11368.0,-%,0.3%,,,,,,,,,,
272,"Stryker Energy, LLC",Ohio / Oil & Gas Production,Overriding Royalty Interests(10),-,-,-,-,-,-%,-%,11368.0,-%,0.3%,,,,,,,,,,
273,Sudbury Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.64%)(6)(15)",28200,-,20865,-,17395,-%,0.5%,11368.0,-%,0.3%,,,,,,,,,,
274,Sudbury Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 12.64%)(6)(15)",28200,20865,20865,17395,17395,0.5%,0.5%,11368.0,-%,0.3%,,,,,,,,,,
275,Symphony CLO IX Ltd.,Cayman Islands / Structured Finance,"Preference Shares (Residual Interest, current yield 14.11%)(6)(15)",45500,20865,32629,17395,29267,0.5%,0.9%,11368.0,-%,0.3%,,,,,,,,,,
276,Symphony CLO IX Ltd.,Cayman Islands / Structured Finance,"Preference Shares (Residual Interest, current yield 14.11%)(6)(15)",45500,32629,32629,29267,29267,0.9%,0.9%,11368.0,-%,0.3%,,,,,,,,,,
277,Symphony CLO XIV Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.12%)(6)(7)(15)",49250,32629,39602,29267,35703,0.9%,1.0%,11368.0,-%,0.3%,,,,,,,,,,
278,Symphony CLO XIV Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.12%)(6)(7)(15)",49250,39602,39602,35703,35703,1.0%,1.0%,11368.0,-%,0.3%,,,,,,,,,,
279,"Symphony CLO XV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.76%)(6)(15)",50250,39602,44141,35703,39523,1.0%,1.2%,11368.0,-%,0.3%,,,,,,,,,,
280,"Symphony CLO XV, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 13.76%)(6)(15)",50250,44141,44141,39523,39523,1.2%,1.2%,11368.0,-%,0.3%,,,,,,,,,,
281,"System One Holdings, LLC",Pennsylvania / Business Services,"Senior Secured Term Loan (11.25% (LIBOR + 10.50% with 0.75% LIBOR floor), due 11/17/2020)(3)(11)(14)",104553,44141,104553,39523,104553,1.2%,3.0%,11368.0,-%,0.3%,,,,,,,,,,
282,"System One Holdings, LLC",Pennsylvania / Business Services,"Senior Secured Term Loan (11.25% (LIBOR + 10.50% with 0.75% LIBOR floor), due 11/17/2020)(3)(11)(14)",104553,104553,104553,104553,104553,3.0%,3.0%,11368.0,-%,0.3%,,,,,,,,,,
283,"TouchTunes Interactive Networks, Inc.",New York / Media,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 5/29/2022)(9)(11)(14)",5000,104553,4936,104553,4936,3.0%,0.1%,11368.0,-%,0.3%,,,,,,,,,,
284,"TouchTunes Interactive Networks, Inc.",New York / Media,"Second Lien Term Loan (9.25% (LIBOR + 8.25% with 1.00% LIBOR floor), due 5/29/2022)(9)(11)(14)",5000,4936,4936,4936,4936,0.1%,0.1%,11368.0,-%,0.3%,,,,,,,,,,
285,Traeger Pellet Grills LLC,Oregon / Durable Consumer Products,"Senior Secured Term Loan A (6.50% (LIBOR + 4.50% with 2.00% LIBOR floor), due 6/18/2018)(3)(11)(13)",34519,4936,34519,4936,34519,0.1%,1.0%,11368.0,-%,0.3%,,,,,,,,,,
286,"Senior Secured Term Loan B (11.50% (LIBOR + 9.50% with 2.00% LIBOR floor), due 6/18/2018)(3)(11)(13)",36506,"Senior Secured Term Loan A (6.50% (LIBOR + 4.50% with 2.00% LIBOR floor), due 6/18/2018)(3)(11)(13)",36506,4936,36506,4936,1.1%,0.1%,1.0%,11368.0,-%,0.3%,,,,,,,,,,
287,"Senior Secured Term Loan B (11.50% (LIBOR + 9.50% with 2.00% LIBOR floor), due 6/18/2018)(3)(11)(13)",36506,"Senior Secured Term Loan A (6.50% (LIBOR + 4.50% with 2.00% LIBOR floor), due 6/18/2018)(3)(11)(13)",36506,71025,36506,71025,1.1%,2.1%,1.0%,11368.0,-%,0.3%,,,,,,,,,,
288,"Transaction Network Services, Inc.",Virginia / Telecommunication Services,"Second Lien Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 8/14/2020)(9)(11)(13)",4410,71025,4392,71025,4392,2.1%,0.1%,11368.0,-%,0.3%,,,,,,,,,,
289,"Transaction Network Services, Inc.",Virginia / Telecommunication Services,"Second Lien Term Loan (9.00% (LIBOR + 8.00% with 1.00% LIBOR floor), due 8/14/2020)(9)(11)(13)",4410,4392,4392,4392,4392,0.1%,0.1%,11368.0,-%,0.3%,,,,,,,,,,
290,"Trinity Services Group, Inc.(44)",Florida / Food Products,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 8/13/2019)(11)(13)",9626,4392,9626,4392,9626,0.1%,0.3%,11368.0,-%,0.3%,,,,,,,,,,
291,"Senior Secured Term Loan B (11.50% (LIBOR + 10.50% with 1.00% LIBOR floor), due 8/13/2019)(3)(11)(13)",125000,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 8/13/2019)(11)(13)",125000,4392,125000,4392,3.6%,0.1%,0.3%,11368.0,-%,0.3%,,,,,,,,,,
292,"Senior Secured Term Loan B (11.50% (LIBOR + 10.50% with 1.00% LIBOR floor), due 8/13/2019)(3)(11)(13)",125000,"Senior Secured Term Loan A (6.50% (LIBOR + 5.50% with 1.00% LIBOR floor), due 8/13/2019)(11)(13)",125000,134626,125000,134626,3.6%,3.9%,0.3%,11368.0,-%,0.3%,,,,,,,,,,
293,"United Sporting Companies, Inc.(45)",South Carolina / Durable Consumer Products,"Second Lien Term Loan (12.75% (LIBOR + 11.00% with 1.75% LIBOR floor), due 5/16/2018)(3)(11)(14)",140847,134626,140847,134626,136668,3.9%,4.0%,11368.0,-%,0.3%,,,,,,,,,,
294,"United Sporting Companies, Inc.(45)",South Carolina / Durable Consumer Products,"Second Lien Term Loan (12.75% (LIBOR + 11.00% with 1.75% LIBOR floor), due 5/16/2018)(3)(11)(14)",140847,140847,140847,136668,136668,4.0%,4.0%,11368.0,-%,0.3%,,,,,,,,,,
295,"Universal Fiber Systems, LLC","Virginia / Textiles, Apparel & Luxury Goods","Second Lien Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/02/2022)(3)(9)(11)(14)",37000,140847,36340,136668,36340,4.0%,1.1%,11368.0,-%,0.3%,,,,,,,,,,
296,"Universal Fiber Systems, LLC","Virginia / Textiles, Apparel & Luxury Goods","Second Lien Term Loan (10.50% (LIBOR + 9.50% with 1.00% LIBOR floor), due 10/02/2022)(3)(9)(11)(14)",37000,36340,36340,36340,36340,1.1%,1.1%,11368.0,-%,0.3%,,,,,,,,,,
297,Portfolio Company,Locale / Industry,Investments(1),Principal Value,Cost,Fair  Value(2),% of Net Assets,36340,1.1%,1.1%,11368.0,-%,0.3%,,,,,,,,,,
298,"USG Intermediate, LLC",Texas / Durable Consumer Products,"Revolving Line of Credit – $2,500 Commitment (10.75% (LIBOR + 9.75% with 1.00% LIBOR floor), due 4/15/2017)(11)(14)(16)",Principal Value,1000,Fair  Value(2),% of Net Assets,1000,1.1%,1.1%,1000.0,-%,-%,,,,,,,,,,
299,"Senior Secured Term Loan A (8.25% (LIBOR + 7.25% with 1.00% LIBOR floor), due 4/15/2020)(3)(11)(14)",16779,"Revolving Line of Credit – $2,500 Commitment (10.75% (LIBOR + 9.75% with 1.00% LIBOR floor), due 4/15/2017)(11)(14)(16)",16779,1000,16779,% of Net Assets,0.5%,1.1%,1.1%,1000.0,-%,-%,,,,,,,,,,
300,"Senior Secured Term Loan B (13.25% (LIBOR + 12.25% with 1.00% LIBOR floor), due 4/15/2020)(3)(11)(14)",19960,"Revolving Line of Credit – $2,500 Commitment (10.75% (LIBOR + 9.75% with 1.00% LIBOR floor), due 4/15/2017)(11)(14)(16)",19960,1000,19960,% of Net Assets,0.6%,1.1%,1.1%,1000.0,-%,-%,,,,,,,,,,
301,Equity,19960,"Revolving Line of Credit – $2,500 Commitment (10.75% (LIBOR + 9.75% with 1.00% LIBOR floor), due 4/15/2017)(11)(14)(16)",1,1000,-,% of Net Assets,-%,1.1%,1.1%,1000.0,-%,-%,,,,,,,,,,
302,Equity,19960,"Revolving Line of Credit – $2,500 Commitment (10.75% (LIBOR + 9.75% with 1.00% LIBOR floor), due 4/15/2017)(11)(14)(16)",1,37740,-,37739,-%,1.1%,1.1%,1000.0,-%,-%,,,,,,,,,,
303,Venio LLC,Pennsylvania / Business Services,"Second Lien Term Loan (12.00% (LIBOR + 9.50% with 2.50% LIBOR floor) plus 2.00% default interest, in non-accrual status effective 12/31/15, due 2/19/2020)(11)(13)",17000,37740,17000,37739,12876,1.1%,0.4%,1000.0,-%,-%,,,,,,,,,,
304,Venio LLC,Pennsylvania / Business Services,"Second Lien Term Loan (12.00% (LIBOR + 9.50% with 2.50% LIBOR floor) plus 2.00% default interest, in non-accrual status effective 12/31/15, due 2/19/2020)(11)(13)",17000,17000,17000,12876,12876,0.4%,0.4%,1000.0,-%,-%,,,,,,,,,,
305,"Voya CLO 2012-2, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 18.84%)(6)(15)",38070,17000,28112,12876,28982,0.4%,0.8%,1000.0,-%,-%,,,,,,,,,,
306,"Voya CLO 2012-2, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 18.84%)(6)(15)",38070,28112,28112,28982,28982,0.8%,0.8%,1000.0,-%,-%,,,,,,,,,,
307,"Voya CLO 2012-3, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 18.51%)(6)(15)",46632,28112,34597,28982,34319,0.8%,1.0%,1000.0,-%,-%,,,,,,,,,,
308,"Voya CLO 2012-3, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 18.51%)(6)(15)",46632,34597,34597,34319,34319,1.0%,1.0%,1000.0,-%,-%,,,,,,,,,,
