,Industry,Company,Investment Type,Spread Above Index,Interest Rate,Maturity Date,Principal Shares,Amortized Cost,Percentage of Net Assets,Fair Value,10,11,12,13
471,No value,515,"PetPeople Enterprises, LLC  (4)",134245.0,132427,14.0,133871.0,,,,,,,
472,No value,517,Telecommunications,,,,,,,,,,,
473,No value,518,"Arise Virtual Solutions, Inc.  ^",One stop,L + 6.00(c),7.33,,1260.0,1.0,1256.0,0.1,1260,,
474,No value,519,"Arise Virtual Solutions, Inc.",One stop,L + 6.00,N/A  (5),,0.0,1.0,0.0,0,0,,
475,No value,520,"NetMotion Wireless Holdings, Inc.  *^#",One stop,L + 6.25(c),7.58,,7338.0,1.0,7249.0,0.8,7338,,
476,No value,521,"NetMotion Wireless Holdings, Inc.  (4)",One stop,L + 6.25,N/A  (5),,0.0,1.0,,),0,0,
477,No value,522,"NetMotion Wireless Holdings, Inc.  (4)",8598.0,8504,0.9,8598.0,,,,,,,
478,No value,523,Textile and Leather,,,,,,,,,,,
479,No value,524,SHO Holding I Corporation  *,Senior loan,L + 5.00(a),6.24,,2233.0,1.0,2194.0,0.2,2233,,
480,No value,525,SHO Holding I Corporation,Senior loan,L + 4.00(a)(b),5.24,,16.0,1.0,15.0,0,14,,
481,No value,526,SHO Holding I Corporation,2249.0,2209,0.2,2247.0,,,,,,,
482,No value,527,Utilities,,,,,,,,,,,
483,No value,528,"Arcos, LLC",One stop,L + 6.00(c),7.33,,3679.0,1.0,3629.0,0.4,3679,,
484,No value,529,"Arcos, LLC",One stop,L + 6.00,N/A  (5),,0.0,1.0,0.0,0,0,,
485,No value,530,"Power Plan Holdings, Inc.  *^",Senior loan,L + 5.25(a),6.49,,6434.0,1.0,6346.0,0.7,6434,,
486,No value,531,"PowerPlan Holdings, Inc.  *",Senior loan,L + 5.25(a),6.49,,5659.0,1.0,5606.0,0.5,5659,,
487,No value,532,"PowerPlan Holdings, Inc.  (4)",Senior loan,L + 5.25,N/A  (5),,0.0,1.0,,),0,0,
488,No value,533,"PowerPlan Holdings, Inc.  (4)",15772.0,15575,1.6,15772.0,,,,,,,
489,No value,535,Equity Investments  (9)(10),,,,,,,,,,,
490,No value,536,Aerospace and Defense,,,,,,,,,,,
491,No value,537,NTS Technical Systems,Common stock,No Value,No Value,,2.0,1.0,1506.0,0.1,835.0,,
492,No value,538,NTS Technical Systems,Preferred stock B,No Value,No Value,,0.0,1.0,256.0,0,275,,
493,No value,539,NTS Technical Systems,Preferred stock A,No Value,No Value,,0.0,1.0,128.0,0,150,,
494,No value,540,"Tresys Technology Holdings, Inc.",Common stock,No Value,No Value,,295.0,1.0,295.0,0,0,,
495,No value,541,Whitcraft LLC,Common stock,No Value,No Value,,4.0,1.0,375.0,0.1,375,,
496,No value,542,Whitcraft LLC,2560.0,0.2,1635.0,,,,,,,,
497,No value,543,Automobile,,,,,,,,,,,
498,No value,544,Polk Acquisition Corp.,LP interest,No Value,No Value,,1.0,144.0,0.0,92,,,
499,No value,545,"Beverage, Food and Tobacco",,,,,,,,,,,
500,No value,546,"Atkins Nutritionals, Inc",LLC interest,No Value,No Value,,57.0,1.0,0.0,0.1,578,,
501,No value,547,"Benihana, Inc.",LLC units,No Value,No Value,,43.0,1.0,699.0,0,357,,
502,No value,548,"C. J. Foods, Inc.",Preferred stock,No Value,No Value,,0.0,1.0,75.0,0,302,,
503,No value,549,"Cafe Rio Holding, Inc.",Common stock,No Value,No Value,,2.0,1.0,224.0,0,224,,
504,No value,550,"Hopdoddy Holdings, LLC",LLC interest,No Value,No Value,,27.0,1.0,130.0,0,89,,
505,No value,551,"Hopdoddy Holdings, LLC",LLC interest,No Value,No Value,,12.0,1.0,36.0,0,25,,
506,No value,552,Julio & Sons Company,LLC interest,No Value,No Value,,521.0,1.0,521.0,0.1,1012,,
507,No value,553,"P&P Food Safety US Acquisition, Inc.",LLC interest,No Value,No Value,,2.0,1.0,204.0,0,210,,
508,No value,554,"Purfoods, LLC",LLC interest,No Value,No Value,,381.0,1.0,381.0,0,411,,
509,No value,555,"Richelieu Foods, Inc.",LP interest,No Value,No Value,,220.0,1.0,220.0,0.1,580,,
510,No value,556,"Rubio's Restaurants, Inc.",Preferred stock,No Value,No Value,,2.0,1.0,945.0,0.2,1951,,
511,No value,557,"Tate's Bake Shop, Inc.",LP interest,No Value,No Value,,462.0,1.0,428.0,0.1,647,,
512,No value,558,Uinta Brewing Company,LP interest,No Value,No Value,,462.0,1.0,462.0,0,0,,
513,No value,559,Uinta Brewing Company,4325.0,0.6,6386.0,,,,,,,,
514,No value,560,Buildings and Real Estate,,,,,,,,,,,
515,No value,561,"Brooks Equipment Company, LLC",Common stock,No Value,No Value,,10.0,1.0,1021.0,0.1,1502,,
516,No value,563,"Chemicals, Plastics and Rubber",,,,,,,,,,,
517,No value,564,"Flexan, LLC",Preferred stock A,No Value,No Value,,0.0,1.0,90.0,0.1,108,,
518,No value,565,"Flexan, LLC",Common stock,No Value,No Value,,1.0,1.0,0.0,0,17,,
519,No value,566,"Flexan, LLC",90.0,0.1,125.0,,,,,,,,
520,No value,567,Diversified/Conglomerate Manufacturing,,,,,,,,,,,
521,No value,568,"Chase Industries, Inc.",LLC units,No Value,No Value,,1.0,1.0,1186.0,0.2,2131,,
522,No value,569,"Inventus Power, Inc.",Preferred stock,No Value,No Value,,0.0,1.0,370.0,0,0,,
523,No value,570,"Inventus Power, Inc.",Common stock,No Value,No Value,,0.0,1.0,0.0,0,0,,
524,No value,571,"Reladyne, Inc.",LP interest,No Value,No Value,,0.0,1.0,249.0,0.1,463,,
525,No value,572,"Sunless Merger Sub, Inc.",LP interest,No Value,No Value,,160.0,1.0,160.0,0,0,,
526,No value,573,"Sunless Merger Sub, Inc.",1965.0,0.3,2594.0,,,,,,,,
527,No value,574,Diversified/Conglomerate Service,,,,,,,,,,,
528,No value,575,"Accela, Inc.",LLC units,No Value,No Value,,296.0,1.0,296.0,0,296,,
529,No value,576,"Actiance, Inc.",Warrant,No Value,No Value,,510.0,1.0,122.0,0,178,,
530,No value,577,Agility Recovery Solutions Inc.,Preferred stock,No Value,No Value,,67.0,1.0,341.0,0.1,429,,
531,No value,578,Bomgar Corporation,Common stock,No Value,No Value,,0.0,1.0,107.0,0,120,,
532,No value,579,Bomgar Corporation,Common stock,No Value,No Value,,72.0,1.0,1.0,0,6,,
533,No value,580,DISA Holdings Acquisition Subsidiary Corp.,Common stock,No Value,No Value,,0.0,1.0,154.0,0,150,,
534,No value,581,"HealthcareSource HR, Inc.",LLC interest,No Value,No Value,,0.0,1.0,348.0,0.1,371,,
535,No value,582,"Host Analytics, Inc.",Warrant,No Value,No Value,,347.0,1.0,130.0,0,277,,
536,No value,583,"Marathon Data Operating Co., LLC",LLC units,No Value,No Value,,1.0,1.0,264.0,0.1,550,,
537,No value,584,"Marathon Data Operating Co., LLC",LLC units,No Value,No Value,,1.0,1.0,264.0,0.1,986,,
538,No value,585,Maverick Bidco Inc.,LLC units,No Value,No Value,,1.0,1.0,369.0,0.1,369,,
539,No value,586,MMan Acquisition Co.,LP interest,No Value,No Value,,263.0,1.0,263.0,0,263,,
540,No value,587,"Project Alpha Intermediate Holding, Inc.",Common stock,No Value,No Value,,0.0,1.0,417.0,0.1,459,,
541,No value,588,"Project Alpha Intermediate Holding, Inc.",Common stock,No Value,No Value,,103.0,1.0,4.0,0,4,,
542,No value,589,"Secure-24, LLC",LLC units,No Value,No Value,,263.0,1.0,148.0,0.1,802,,
543,No value,590,"Switchfly, Inc.",Warrant,No Value,No Value,,60.0,1.0,85.0,0,136,,
544,No value,591,"Vendavo, Inc.",Preferred stock,No Value,No Value,,894.0,1.0,894.0,0.1,831,,
545,No value,592,Verisys Corporation,LLC interest,No Value,No Value,,261.0,1.0,261.0,0,284,,
546,No value,593,"Vitalyst, LLC",Preferred stock A,No Value,No Value,,0.0,1.0,61.0,0,58,,
547,No value,594,"Vitalyst, LLC",Common stock,No Value,No Value,,1.0,1.0,7.0,0,0,,
548,No value,595,"Workforce Software, LLC",LLC units,No Value,No Value,,308.0,1.0,308.0,0,357,,
549,No value,596,"Xmatters, Inc. and Alarmpoint, Inc.",Warrant,No Value,No Value,,43.0,1.0,34.0,0,31,,
550,No value,597,"Xmatters, Inc. and Alarmpoint, Inc.",4878.0,0.8,6957.0,,,,,,,,
551,No value,598,Ecological,,,,,,,,,,,
552,No value,599,"Pace Analytical Services, LLC",LLC units,No Value,No Value,,3.0,1.0,304.0,0,364,,
553,No value,600,"Pace Analytical Services, LLC",304.0,0,364.0,,,,,,,,
554,No value,601,Electronics,,,,,,,,,,,
555,No value,602,Diligent Corporation  (12),Preferred stock,No Value,No Value,,83.0,1.0,66.0,0,121,,
556,No value,603,"Gamma Technologies, LLC",LLC units,No Value,No Value,,1.0,1.0,134.0,0,331,,
557,No value,604,Project Silverback Holdings Corp.,Preferred stock,No Value,No Value,,3.0,1.0,6.0,0,256,,
558,No value,605,"SEI, Inc.",LLC units,No Value,No Value,,340.0,1.0,265.0,0.1,482,,
559,No value,606,"Sloan Company, Inc., The",LLC units,No Value,No Value,,0.0,1.0,122.0,0,1,,
560,No value,607,"Sloan Company, Inc., The",LLC units,No Value,No Value,,1.0,1.0,14.0,0,0,,
561,No value,608,"Sloan Company, Inc., The",607.0,0.1,1191.0,,,,,,,,
562,No value,610,Grocery,,,,,,,,,,,
563,No value,611,"MyWebGrocer, Inc.",LLC units,No Value,No Value,,1418.0,1.0,1446.0,0.2,2064.0,,
564,No value,612,"MyWebGrocer, Inc.",Preferred stock,No Value,No Value,,71.0,1.0,165.0,0,268,,
565,No value,613,"MyWebGrocer, Inc.",1611.0,0.2,2332.0,,,,,,,,
566,No value,614,"Healthcare, Education and Childcare",,,,,,,,,,,
567,No value,615,"Active Day, Inc.",LLC interest,No Value,No Value,,1.0,1.0,614.0,0.1,718,,
568,No value,616,"Acuity Eyecare Holdings, LLC",LLC interest,No Value,No Value,,198.0,1.0,198.0,0,247,,
569,No value,617,"ADCS Clinics Intermediate Holdings, LLC",Preferred stock,No Value,No Value,,1.0,1.0,579.0,0.1,467,,
570,No value,618,"ADCS Clinics Intermediate Holdings, LLC",Common stock,No Value,No Value,,0.0,1.0,6.0,0,0,,
571,No value,619,"Advanced Pain Management Holdings, Inc.",Preferred stock,No Value,No Value,,8.0,1.0,829.0,0,0,,
572,No value,620,"Advanced Pain Management Holdings, Inc.",Common stock,No Value,No Value,,67.0,1.0,67.0,0,0,,
573,No value,621,"Advanced Pain Management Holdings, Inc.",Preferred stock,No Value,No Value,,1.0,1.0,64.0,0,0,,
574,No value,622,"BIORECLAMATIONIVT, LLC",LLC interest,No Value,No Value,,0.0,1.0,407.0,0.1,614,,
575,No value,623,"California Cryobank, LLC",LLC units,No Value,No Value,,0.0,1.0,28.0,0,36,,
576,No value,624,"California Cryobank, LLC",LLC units,No Value,No Value,,0.0,1.0,11.0,0,12,,
577,No value,625,"California Cryobank, LLC",LLC units,No Value,No Value,,0.0,1.0,0.0,0,12,,
578,No value,626,"DCA Investment Holding, LLC",LLC units,No Value,No Value,,8637.0,1.0,864.0,0.1,938,,
579,No value,627,"DCA Investment Holding, LLC",LLC units,No Value,No Value,,87.0,1.0,9.0,0,0,,
580,No value,628,Deca Dental Management LLC,LLC units,No Value,No Value,,357.0,1.0,357.0,0.1,410,,
581,No value,629,Dental Holdings Corporation,LLC units,No Value,No Value,,805.0,1.0,805.0,0.1,550,,
582,No value,630,"Encore GC Acquisition, LLC",LLC units,No Value,No Value,,18.0,1.0,182.0,0,149,,
583,No value,631,"Encore GC Acquisition, LLC",LLC units,No Value,No Value,,18.0,1.0,0.0,0,0,,
584,No value,632,Eyecare Services Partners Holdings LLC,LLC units,No Value,No Value,,0.0,1.0,133.0,0,133,,
585,No value,633,Eyecare Services Partners Holdings LLC,LLC units,No Value,No Value,,0.0,1.0,1.0,0,1,,
586,No value,634,"G & H Wire Company, Inc.",LLC interest,No Value,No Value,,148.0,1.0,148.0,0,148,,
587,No value,635,"IntegraMed America, Inc.",LLC interest,No Value,No Value,,1.0,1.0,458.0,0.1,358,,
588,No value,636,"IntegraMed America, Inc.",LLC interest,No Value,No Value,,0.0,1.0,417.0,0,328,,
589,No value,637,"Kareo, Inc.",Warrant,No Value,No Value,,22.0,1.0,160.0,0,160,,
590,No value,638,"Katena Holdings, Inc.",LLC units,No Value,No Value,,0.0,1.0,387.0,0,258,,
591,No value,639,"Lombart Brothers, Inc.",Common stock,No Value,No Value,,0.0,1.0,132.0,0,176,,
592,No value,640,"MWD Management, LLC & MWD Services, Inc.",LLC interest,No Value,No Value,,121.0,1.0,121.0,0,121,,
593,No value,641,"Oliver Street Dermatology Holdings, LLC",LLC units,No Value,No Value,,234.0,1.0,234.0,0.1,313,,
594,No value,642,"Pentec Acquisition Sub, Inc.",Preferred stock,No Value,No Value,,1.0,1.0,116.0,0,248,,
595,No value,643,"Pinnacle Treatment Centers, Inc.",Preferred stock,No Value,No Value,,0.0,1.0,221.0,0,227,,
596,No value,644,"Pinnacle Treatment Centers, Inc.",Common stock,No Value,No Value,,2.0,1.0,2.0,0,0,,
597,No value,645,"Radiology Partners, Inc.",LLC units,No Value,No Value,,43.0,1.0,85.0,0,100,,
598,No value,646,"Reliant Pro ReHab, LLC",Preferred stock A,No Value,No Value,,2.0,1.0,183.0,0.1,869,,
599,No value,647,RXH Buyer Corporation,LP interest,No Value,No Value,,7.0,1.0,683.0,0,239,,
600,No value,648,"Sage Dental Management, LLC",LLC units,No Value,No Value,,0.0,1.0,249.0,0.1,370,,
601,No value,649,"Sage Dental Management, LLC",LLC units,No Value,No Value,,3.0,1.0,3.0,0,134,,
602,No value,650,"SLMP, LLC",LLC interest,No Value,No Value,,256.0,1.0,256.0,0,256,,
603,No value,651,"Spear Education, LLC",LLC units,No Value,No Value,,0.0,1.0,62.0,0,71,,
604,No value,652,"Spear Education, LLC",LLC units,No Value,No Value,,1.0,1.0,1.0,0,23,,
605,No value,653,SSH Corporation,Common stock,No Value,No Value,,0.0,1.0,40.0,0,61,,
606,No value,654,"Surgical Information Systems, LLC",Common stock,No Value,No Value,,4.0,1.0,414.0,0.1,688,,
607,No value,655,"U.S. Renal Care, Inc.",LP interest,No Value,No Value,,1.0,1.0,2665.0,0.1,1153,,
608,No value,656,"WHCG Management, LLC",LLC interest,No Value,No Value,,0.0,1.0,220.0,0,217,,
609,No value,657,"Young Innovations, Inc.",LLC units,No Value,No Value,,0.0,1.0,236.0,0,183,,
610,No value,659,"Healthcare, Education and Childcare - (continued)",,,,,,,,,,,
611,No value,660,"Young Innovations, Inc.",Common stock,No Value,No Value,,2.0,1.0,0.0,0.0,234.0,,
612,No value,661,"Young Innovations, Inc.",12647.0,1.2,11222.0,,,,,,,,
613,No value,662,Insurance,,,,,,,,,,,
614,No value,663,"Captive Resources Midco, LLC",LLC units,No Value,No Value,,1.0,1.0,0.0,0.1,346,,
615,No value,664,"Internet Pipeline, Inc.  (12)",Preferred stock,No Value,No Value,,0.0,1.0,72.0,0,87,,
616,No value,665,"Internet Pipeline, Inc.",Common stock,No Value,No Value,,44.0,1.0,1.0,0,143,,
617,No value,666,"Internet Pipeline, Inc.",73.0,0.1,576.0,,,,,,,,
618,No value,667,"Leisure, Amusement, Motion Pictures, Entertainment",,,,,,,,,,,
619,No value,668,"LMP TR Holdings, LLC",LLC units,No Value,No Value,,712.0,1.0,712.0,0,509,,
620,No value,669,"PADI Holdco, Inc.",LLC units,No Value,No Value,,0.0,1.0,414.0,0,414,,
621,No value,670,"Titan Fitness, LLC",LLC units,No Value,No Value,,7.0,1.0,712.0,0.1,826,,
622,No value,671,"Titan Fitness, LLC",1838.0,0.1,1749.0,,,,,,,,
623,No value,672,Personal and Non Durable Consumer Products (Mfg. Only),,,,,,,,,,,
624,No value,673,"Georgica Pine Clothiers, LLC",LLC interest,No Value,No Value,,11.0,1.0,106.0,0,103,,
625,No value,674,"Massage Envy, LLC",LLC interest,No Value,No Value,,749.0,1.0,210.0,0.1,866,,
626,No value,675,Team Technologies Acquisition Company,Common stock,No Value,No Value,,0.0,1.0,114.0,0,297,,
627,No value,676,Team Technologies Acquisition Company,430.0,0.1,1266.0,,,,,,,,
628,No value,677,"Personal, Food and Miscellaneous Services",,,,,,,,,,,
629,No value,678,"Community Veterinary Partners, LLC",Common stock,No Value,No Value,,1.0,1.0,147.0,0.1,153,,
630,No value,679,R.G. Barry Corporation,Preferred stock A,No Value,No Value,,0.0,1.0,161.0,0,108,,
631,No value,680,"Southern Veterinary Partners, LLC",LLC units,No Value,No Value,,0.0,1.0,38.0,0,37,,
632,No value,681,"Southern Veterinary Partners, LLC",LLC units,No Value,No Value,,40.0,1.0,2.0,0,2,,
633,No value,682,Vetcor Professional Practices LLC,LLC units,No Value,No Value,,766.0,1.0,459.0,0.1,510,,
634,No value,683,Vetcor Professional Practices LLC,LLC units,No Value,No Value,,85.0,1.0,85.0,0.1,1027,,
635,No value,684,"Veterinary Specialists of North America, LLC",LLC units,No Value,No Value,,0.0,1.0,106.0,0,141,,
636,No value,685,"Wetzel's Pretzels, LLC",Common stock,No Value,No Value,,0.0,1.0,160.0,0,186,,
637,No value,686,"Wetzel's Pretzels, LLC",1158.0,0.3,2164.0,,,,,,,,
638,No value,687,Printing and Publishing,,,,,,,,,,,
639,No value,688,"Brandmuscle, Inc.",LLC interest,No Value,No Value,,0.0,240.0,0.0,236,,,
640,No value,689,Retail Stores,,,,,,,,,,,
641,No value,690,"Barcelona Restaurants, LLC",LP interest,No Value,No Value,,1996.0,1.0,0.0,0.7,6945,,
642,No value,691,Batteries Plus Holding Corporation,LLC units,No Value,No Value,,5.0,1.0,529.0,0.1,685,,
643,No value,692,"Cycle Gear, Inc.",LLC interest,No Value,No Value,,19.0,1.0,248.0,0.1,379,,
644,No value,693,"DTLR, Inc.",LLC interest,No Value,No Value,,4.0,1.0,411.0,0.1,573,,
645,No value,694,"Elite Sportswear, L.P.",LLC interest,No Value,No Value,,0.0,1.0,158.0,0,97,,
646,No value,695,"Feeders Supply Company, LLC",Preferred stock,No Value,No Value,,2.0,1.0,192.0,0,219,,
647,No value,696,"Feeders Supply Company, LLC",Common stock,No Value,No Value,,0.0,1.0,0.0,0,105,,
648,No value,697,"Marshall Retail Group LLC, The",LLC units,No Value,No Value,,15.0,1.0,154.0,0,82,,
649,No value,698,"Paper Source, Inc.",Common stock,No Value,No Value,,8.0,1.0,1387.0,0.1,911,,
650,No value,699,Pet Holdings ULC  (7)(8),LP interest,No Value,No Value,,455.0,1.0,386.0,0,469,,
651,No value,700,Pet Holdings ULC  (7)(8),3465.0,1.1,10465.0,,,,,,,,
652,No value,702,Utilities,,,,,,,,,,,
653,No value,703,"PowerPlan Holdings, Inc.",Common stock,No Value,No Value,,0.0,1.0,260.0,0.0,260.0,,
654,No value,704,"PowerPlan Holdings, Inc.",Common stock,No Value,No Value,,152.0,1.0,3.0,0.1,268,,
655,No value,705,"PowerPlan Holdings, Inc.",263.0,0.1,528.0,,,,,,,,
656,No value,708,Non-controlled affiliate company investments  (12),,,,,,,,,,,
657,No value,709,Debt investments,,,,,,,,,,,
658,No value,710,"Mining, Steel, Iron and Non-Precious Metals",,,,,,,,,,,
659,No value,711,"Benetech, Inc.  *(7)",One stop,L + 11.00(a),10.25 cash/2.00 PIK,,4438.0,1.0,4435.0,0.4,3551,,
660,No value,712,"Benetech, Inc.  (7)",One stop,P + 9.75(a)(e),11.96 cash/2.00 PIK,,371.0,1.0,371.0,0,146,,
661,No value,713,"Benetech, Inc.  (7)",4809.0,4806,0.4,3697.0,,,,,,,
662,No value,715,Equity Investments  (9)(10),,,,,,,,,,,
663,No value,716,"Mining, Steel, Iron and Non-Precious Metals",,,,,,,,,,,
664,No value,717,"Benetech, Inc.  (7)",LLC interest,No Value,No Value,,0.0,1.0,0.0,0.0,10.0,,
665,No value,718,"Benetech, Inc.  (7)",LLC interest,No Value,No Value,,0.0,1.0,0.0,0,0,,
666,No value,719,"Benetech, Inc.  (7)",0.0,0,10.0,,,,,,,,
667,No value,722,Controlled affiliate company investments  (13),,,,,,,,,,,
668,No value,723,Equity Investments  (9),,,,,,,,,,,
669,No value,724,Investment Funds and Vehicles,,,,,,,,,,,
670,No value,725,Senior Loan Fund LLC  (7)(14),LLC interest,No Value,No Value,1.0,97457.0,9.9,95015.0,,,,
